VendorName,Product,ProductCategory,IsOpenSource,GitHubLink
Compuware Corporation,Compuware DBA-Xpert,Database Management,No,
FileMaker Inc.,FileMaker Bento,Database Management,No,
Google,Google Analytics,Web Analytics,No,
Hotjar Ltd.,Hotjar,Web Analytics,No,
Microsoft,Bing Universal Event Tracking,Web Analytics,No,
Adobe Systems Inc.,Adobe Visitor ID,Web Analytics,No,
Adobe Systems Inc.,Adobe SiteCatalyst,Web Analytics,No,
Baidu Inc.,Baidu Analytics,Web Analytics,No,
Google,Google Analytics Enhanced Ecommerce,Web Analytics,No,
Yahoo!,Yahoo Analytics,Web Analytics,No,
Snowplow Analytics,Snowplow,Web Analytics,Yes,https://github.com/snowplow/snowplow
Twitter Inc.,Twitter Analytics,Web Analytics,No,
Crazy Egg,Crazy Egg,Web Analytics,No,
Mixpanel,Mixpanel,Web Analytics,No,
Fullstory,FullStory,Web Analytics,No,
Webtrends Inc.,Webtrends,Web Analytics,No,
Piwik,Piwik,Web Analytics,Yes,https://github.com/matomo-org/matomo
WiredMinds AG,WiredMinds eMetrics,Web Analytics,No,
Siteimprove,Siteimprove Analytics,Web Analytics,No,
Heap Analytics,Heap,Web Analytics,No,
Salesforce.com,Demandware Analytics,Web Analytics,No,
MouseFlow,MouseFlow,Web Analytics,No,
Google,Google Analytics 360 Suite,Web Analytics,No,
Amplitude Inc.,Amplitude,Web Analytics,No,
yandex.com,Yandex Metrica,Web Analytics,No,
Clicktale,ClickTale,Web Analytics,No,
Quantum Metric,Quantum Metric,Web Analytics,No,
Lucky Orange,Lucky Orange,Web Analytics,No,
Content Square SAS,ContentSquare,Web Analytics,No,
IBM,IBM Coremetrics,Web Analytics,No,
Webtrends Inc.,Reinvigorate,Web Analytics,No,
Cooladata,CoolaData,Web Analytics,No,
CleverTap,CleverTap,Web Analytics,No,
AT Internet,XiTi,Web Analytics,No,
Track Flow,Track-Flow,Web Analytics,No,
WordPress,WordPresscom Stats,Web Analytics,No,
KISSmetrics,KISSmetrics,Web Analytics,No,
Thunderhead,Thunderhead,Web Analytics,No,
Inspectlet,Inspectlet,Web Analytics,No,
SessionCam Ltd,SessionCam,Web Analytics,No,
Clicky,Clicky,Web Analytics,No,
Smartlook,Smartlook,Web Analytics,No,
Localytics,Localytics,Web Analytics,No,
eTracker,Etracker,Web Analytics,No,
Glassbox Digital,GlassBox,Web Analytics,No,
Alexa Internet Inc.,Alexa Certified Metrics,Web Analytics,No,
Performancing,pMetrics,Web Analytics,No,
Open Web Analytics,Open Web Analytics,Web Analytics,Yes,https://github.com/Open-Web-Analytics/Open-Web-Analytics
LeadLander,LeadLander,Web Analytics,No,
IBM,IBM Unica NetInsight,Web Analytics,No,
HeatMap Inc,HeatMap,Web Analytics,No,
Jaco Analytics,Jaco,Web Analytics,No,
Pennant Group Inc.,ThomasNet Web Traxs,Web Analytics,No,
Clickdensity,Clickdensity,Web Analytics,No,
Woopra,Woopra,Web Analytics,No,
Mediam�trie,eStat,Web Analytics,No,
VisiStat,VisiStat,Web Analytics,No,
Histats.com,Histats,Web Analytics,No,
Wingify,VWO Analyze,Web Analytics,No,
Webtrekk,Webtrekk,Web Analytics,No,
Expected Behavior,Gauges,Web Analytics,No,
User Local,Nakanohito,Web Analytics,No,
Growingio Corp Ltd,GrowingIO,Web Analytics,No,
GoSquared,GoSquared Analytics,Web Analytics,No,
Ptengine jp,Ptengine,Web Analytics,No,
MouseStats,MouseStats,Web Analytics,No,
Advanced Web Stats,Advanced Web Stats,Web Analytics,No,
Triboo S.p.a.,ShinyStat,Web Analytics,No,
Indicative,Indicative,Web Analytics,No,
Premonix,Premonix,Web Analytics,No,
Webstat.com LLC,WebSTAT,Web Analytics,No,
Snoobi Oy,Snoobi,Web Analytics,No,
ClustrMaps,ClustrMaps,Web Analytics,No,
Countly,Countly,Web Analytics,Yes,https://github.com/Countly/countly-server
INFOnline GmbH,INFOnline,Web Analytics,No,
Taboola,Taboola Newsroom,Web Analytics,No,
CommuniGator,CommuniGator,Web Analytics,No,
Experian,Experian Stats,Web Analytics,No,
Performance Horizon Group Limited,Performance Horizon,Web Analytics,No,
CANDDi,CANDDi,Web Analytics,No,
Opentracker,OpenTracker,Web Analytics,No,
econda GmbH,econda,Web Analytics,No,
WIPmania Limited,WIPmania,Web Analytics,No,
Compete,Compete,Web Analytics,No,
Hitslink,Hitslink,Web Analytics,No,
TruConversion,TruConversion,Web Analytics,No,
Network Solutions,SuperStats,Web Analytics,No,
VinLens,VinLens,Web Analytics,No,
Burda Direct GmbH,DiVa,Web Analytics,No,
TrafficScore,TrafficScore,Web Analytics,No,
SkyGlue.com,SkyGlue,Web Analytics,No,
Yahoo!,MyBlogLog,Web Analytics,No,
Gridsum,Gridsum Web Dissector,Web Analytics,No,
User Local,UserLocal User Heat,Web Analytics,No,
spoteffects,SpotEffects,Web Analytics,No,
DugWood,ClickHeat,Web Analytics,Yes,
NTTCom Online Marketing Solutions Corporation,Visionalist,Web Analytics,No,
Trakio,trakio,Web Analytics,No,
Luigi's Box,Luigis Box,Web Analytics,No,
Now Interact,Now Interact,Web Analytics,No,
Hitsteps,Hitsteps,Web Analytics,No,
ForeSee,Foresee Replay,Web Analytics,No,
OneStat International B.V.,OneStatcom,Web Analytics,No,
A1WebStats,A1WebStats,Web Analytics,No,
Mint,Mint,Web Analytics,No,
gostats.com,GoStats,Web Analytics,No,
SiteApps,SiteApps,Web Analytics,No,
Alexa Internet Inc.,Alexa Analytics,Web Analytics,No,
OneAPM,OneAPM,Web Analytics,No,
Netbiscuits,Netbiscuits Analytics,Web Analytics,No,
Adpearance Inc.,Adpearance Foureyes,Web Analytics,No,
NextSTAT,NextSTAT,Web Analytics,No,
sophus3,Sophus3 Analyse,Web Analytics,No,
UNCOVER TRUTH Inc.,USERDIVE,Web Analytics,No,
Logicalis Group Limited,Trovus Revelations,Web Analytics,No,
ExtraWatch,ExtraWatch,Web Analytics,Yes,
Trackset,Trackset Analytics,Web Analytics,No,
Xooni Inc,Angelfish,Web Analytics,No,
Popcorn Metrics,Popcorn Metrics,Web Analytics,No,
CARTEGIE,Lead The Way,Web Analytics,No,
TraceAd Analytics,Tracead,Web Analytics,No,
Seevolution,SeeVolution,Web Analytics,No,
IPFingerprint,IPFingerprint,Web Analytics,No,
Canopy Labs Software Inc,Canopy Labs,Web Analytics,No,
Content Insights AD,Content Insights,Web Analytics,No,
ActiveConversion,ActiveMeter,Web Analytics,No,
INN Partners L.C.,BLOX CMS Analytics,Web Analytics,No,
Genesys,Altocloud,Web Analytics,No,
EQUIFAX,Datalicious Optimahub,Web Analytics,No,
Spinnakr,Spinnakr,Web Analytics,No,
Barn Door Designs,GoingUp!,Web Analytics,No,
inkFrog Inc.,Sellebrity,Web Analytics,No,
Markitude,Markitude Web Analytics,Web Analytics,No,
TopSpot Internet Marketing,TopSpot Analytics,Web Analytics,No,
Observer,Observer,Web Analytics,No,
Stetic GmbH,Stetic Web Analytics,Web Analytics,No,
yandex.com,Webvisor,Web Analytics,No,
Bellmetric,bmetric,Web Analytics,No,
MVI Solutions,MVI Live Stats,Web Analytics,No,
BotScanner,BotScanner,Web Analytics,No,
Intelligencefocus Srl,IntelligenceFocus,Web Analytics,No,
Clearbit,Clearbit Reveal,Web Analytics,No,
iweb track,iWebTrack,Web Analytics,No,
Salesmachine Inc,Salesmachine,Web Analytics,No,
Logaholic Web Analytics,Logaholic,Web Analytics,No,
Bombora,Bombora Visitor Insights,Web Analytics,No,
Mapmyuser,MapMyUser,Web Analytics,No,
trendcounter.com,Trendcounter,Web Analytics,No,
BLVD Status,BLVD Status,Web Analytics,No,
expo-MAX,expo-MAX Real Analytics,Web Analytics,No,
m-pathy,m-pathy UX Insight G3,Web Analytics,No,
Statvoo.com,Statvoo Analytics,Web Analytics,No,
Ethereum Foundation (Stiftung Ethereum),Ethereum,Blockchain,Yes,https://github.com/ethereum/go-ethereum
Bitcoin,Bitcoin,Blockchain,Yes,https://github.com/bitcoin/bitcoin
Ripple Labs Inc.,Ripple,Blockchain,Yes,https://github.com/ripple/rippled
Litecoin,Litecoin,Blockchain,Yes,https://github.com/litecoin-project/litecoin
minero.cc,Minero,Blockchain,No,
BitPay Inc.,BitPay,Blockchain,Yes,https://github.com/bitpay
BitGo Inc.,BitGo,Blockchain,No,
CoinIMP,Coinimp,Blockchain,No,
xapo,Xapo,Blockchain,No,
CoinPayments.net,CoinPayments,Blockchain,No,
Coinbase Inc.,Coinbase,Blockchain,No,
JSEcoin Ltd,JSECoin,Blockchain,No,
Coinify,Coinify,Blockchain,No,
CryptoLOOT,Crypto Loot,Blockchain,No,
ABRA,Abra,Blockchain,No,
Wyre,Wyre,Blockchain,No,
Coinbase,Coinbase Tip,Blockchain,No,
Blockchain Luxembourg S.A.,Blockchain,Blockchain,No,
Microsoft,ASP,Application Development Tools,No,
COMPILER,HTML,Application Development Tools,No,
Python,Python,Application Development Tools,Yes,https://github.com/python/cpython
New Relic,New Relic,Application Development Tools,No,
COMPILER,C-SHARP,Application Development Tools,No,
OpenResty,OpenResty,Application Development Tools,Yes,https://github.com/openresty/openresty
Microsoft,Microsoft Visual Studio,Application Development Tools,No,
Docker,Docker,Application Development Tools,Yes,https://github.com/moby/moby
Jenkins,Jenkins,Application Development Tools,Yes,https://github.com/jenkinsci/jenkins
Selenium,Selenium,Application Development Tools,Yes,https://github.com/SeleniumHQ/selenium
Selenium HQ,Selenium IDE,Application Development Tools,Yes,https://github.com/SeleniumHQ/selenium-ide
DocuSign,DocuSign,Application Development Tools,No,
Red Hat,Ansible,Application Development Tools,Yes,https://github.com/ansible/ansible
ECLIPSE,ECLIPSE,Application Development Tools,Yes,https://github.com/eclipse-platform
Microsoft,Microsoft TFS,Application Development Tools,No,
Samsung,Samsung GALAXY SDK,Application Development Tools,No,
CKSource sp. z.o.o. sp.k.,CKEditor,Application Development Tools,Yes,https://github.com/ckeditor/ckeditor5
Oracle,SQL-FORMS,Application Development Tools,No,
COMPILER,XML,Application Development Tools,No,
BEA Systems,WEBLOGIC-WS,Application Development Tools,No,
Micro Focus,Micro Focus Quality Center,Application Development Tools,No,
Telerik,Telerik,Application Development Tools,No,
Adobe Systems Inc.,Adobe Experience Manager Mobile,Application Development Tools,No,
SonarSource SA,SonarQube,Application Development Tools,Yes,https://github.com/SonarSource/sonarqube
ServiceNow,ServiceNow Change Management,Application Development Tools,No,
Jetbrains,IntelliJ,Application Development Tools,No,
COMPILER,UML,Application Development Tools,No,
Pivotal Software,Pivotal vFabric RabbitMQ,Application Development Tools,Yes,https://github.com/rabbitmq/rabbitmq-server
Symantec,Symantec Athena,Application Development Tools,No,
PROGRESS,Development Tool,Application Development Tools,No,
AppDynamics,AppDynamics,Application Development Tools,No,
Apple,xCode,Application Development Tools,No,
Dynatrace LLC,Dynatrace,Application Development Tools,No,
Micro Focus,Micro Focus,Application Development Tools,No,
SOASTA,SOASTA,Application Development Tools,No,
Atlassian,Atlassian Bamboo,Application Development Tools,No,
IBM,IBM WebSphere Application Server,Application Development Tools,No,
Starfield Technologies,Starfield,Application Development Tools,No,
HashiCorp Inc.,Vagrant,Application Development Tools,No,
Oracle,Oracle Application Express,Application Development Tools,No,
IBM,IBM Rational AppScan,Application Development Tools,No,
Infoblox,Netcordia,Application Development Tools,No,
Xamarin,Xamarin,Application Development Tools,No,
HubSpot,HubSpot Form Builder,Application Development Tools,No,
CollabNet,Subversion,Application Development Tools,Yes,https://github.com/apache/subversion
MooTools,MooTools,Application Development Tools,Yes,https://github.com/mootools/mootools-core
ThickBox,ThickBox,Application Development Tools,No,
IBM,IBM Rational Application Developer,Application Development Tools,No,
Jetbrains,TeamCity,Application Development Tools,No,
Flexera Software,Flexera Software,Application Development Tools,No,
Unbounce,Unbounce,Application Development Tools,No,
HashiCorp Inc.,Packer,Application Development Tools,No,
COMPILER,DHTML,Application Development Tools,No,
DevExpress,DevExpress,Application Development Tools,No,
Mitel Networks,Mitel Unified Communicator Advanced,Application Development Tools,No,
Oracle,ORACLE9I-DEV,Application Development Tools,No,
IBM,IBM Rational Test RealTime,Application Development Tools,No,
Jotform,Jotform,Application Development Tools,No,
IBM,IBM Rational,Application Development Tools,No,
IBM,INFORMIX-RDS,Application Development Tools,No,
Intuit,Intuit QuickBase,Application Development Tools,No,
Perforce,PERFORCE,Application Development Tools,No,
IBM,IBM ISPF,Application Development Tools,No,
IBM,ISPF/PDF,Application Development Tools,No,
IBM,SPF,Application Development Tools,No,
Adobe Systems Inc.,Audition,Application Development Tools,No,
Wufoo,Wufoo,Application Development Tools,No,
Adobe Systems Inc.,Adobe PhoneGap,Application Development Tools,No,
CA Technologies,CA SiteMinder,Application Development Tools,No,
Atlassian,Atlassian Greenhopper,Application Development Tools,No,
Unisys,Development Tool,Application Development Tools,No,
Octopus Deploy Pty. Ltd.,Octopus Deploy,Application Development Tools,No,
Cincom Systems Inc,MANTIS,Application Development Tools,No,
Mesosphere Inc.,Mesosphere,Application Development Tools,No,
Formstack,Formstack,Application Development Tools,No,
Circle Internet Services Inc.,CircleCI,Application Development Tools,No,
Oracle,Oracle Solaris Zones,Application Development Tools,No,
Rundeck,Rundeck,Application Development Tools,Yes,https://github.com/rundeck/rundeck
CA Technologies,CA Wily (Assurance Suite),Application Development Tools,No,
IBM,IBM Rational Unified Process,Application Development Tools,No,
SmartBear Software,AutomatedQA,Application Development Tools,No,
IBM,DMS,Application Development Tools,No,
Cloudbees Inc,Codeship,Application Development Tools,No,
TortoiseSVN,TortoiseSVN,Application Development Tools,Yes,https://osdn.net/projects/tortoisesvn/
Google,WebRTC,Application Development Tools,Yes,https://webrtc.googlesource.com/src
COMPILER,REXX,Application Development Tools,No,
Red Hat,JBoss Enterprise Application Server (EAS),Application Development Tools,Yes,https://github.com/wildfly/wildfly
Getronics,PACE,Application Development Tools,No,
CA Technologies,CA IntroScope,Application Development Tools,No,
Duda,DudaMobile,Application Development Tools,No,
The Apache Software Foundation,Apache Flex,Application Development Tools,Yes,https://github.com/apache/flex-sdk
CA Technologies,CA Endevor SCM,Application Development Tools,No,
Codemirror,CodeMirror,Application Development Tools,Yes,https://github.com/codemirror/dev
HP Inc.,HP Requirements Management,Application Development Tools,No,
Sencha,Sencha,Application Development Tools,No,
highlightjs,highlightjs,Application Development Tools,Yes,https://github.com/highlightjs/highlight.js
SAP,SAP Mobile Platform,Application Development Tools,No,
Oracle,JDEVELOP-10G,Application Development Tools,No,
Oracle,JDEVELOP-9I,Application Development Tools,No,
Oracle,Oracle JDeveloper,Application Development Tools,No,
Oracle,Oracle WebCenter Portal,Application Development Tools,No,
Salesforce.com,Salesforce.com Siteforce,Application Development Tools,No,
HP Inc.,HP Business Process Monitor,Application Development Tools,No,
Google,Google Forms,Application Development Tools,No,
CoreOS,CoreOS,Application Development Tools,Yes,https://github.com/coreos
COMPILER,PASCAL,Application Development Tools,No,
Mesosphere Inc.,Marathon,Application Development Tools,Yes,https://github.com/mesosphere/marathon
Oracle,Java Persistence API,Application Development Tools,No,
CoreOS,rkt,Application Development Tools,Yes,https://github.com/rkt/rkt
MaxMind,MaxMind,Application Development Tools,Yes,https://github.com/maxmind
Infragistics,Infragistics,Application Development Tools,No,
Forcepoint,Websense SurfControl,Application Development Tools,No,
Flurry,Flurry,Application Development Tools,No,
Google,Google Cloud Deployment Manager,Application Development Tools,No,
IBM,IBM Netcool/Portal,Application Development Tools,No,
CA Technologies,CA LISA,Application Development Tools,No,
Coverity Inc.,Coverity,Application Development Tools,No,
Atlassian,Atlassian Crucible,Application Development Tools,No,
Oracle,Oracle Mobile,Application Development Tools,No,
Oracle,Oracle NetBeans,Application Development Tools,Yes,https://github.com/apache/netbeans
Veritas,Veritas Cluster Server,Application Development Tools,No,
Janrain,Janrain,Application Development Tools,No,
SAP,SAP NetWeaver Portal,Application Development Tools,No,
UNICOM Systems Inc,UNICOM PowerHouse,Application Development Tools,No,
XebiaLabs Inc.,XL Deploy,Application Development Tools,No,
IBM,IBM UrbanCode Deploy,Application Development Tools,No,
CA Technologies,CA Panvalet,Application Development Tools,No,
Tibco,Tibco ActiveMatrix BusinessWorks,Application Development Tools,No,
Idera Inc,IDERA Uptime Cloud Monitor,Application Development Tools,No,
InfoVista,InfoVista,Application Development Tools,No,
Travis CI,Travis CI,Application Development Tools,No,
